Level,Rarity,Name,Traits,Size,Source
8,Uncommon,Phantom Beast,Ethereal; Incorporeal; Phantom; Spirit; Uncommon,Medium,Bestiary 3 pg. 203
8,Common,Sarglagon,Amphibious; Devil; Fiend,Large,Bestiary 2 pg. 722.0
8,Rare,Shadowbound Monk Statue,Construct; Earth; Mindless; Rare; Shadow,Large,Pathfinder #183: Field of Maidens pg. 56
8,Unique,Darricus Stallit,Human; Humanoid; Unique,Medium,Pathfinder #152: Legacy of the Lost God pg. 57
8,Unique,Hezle,Humanoid; Kobold; Unique,Small,Pathfinder #146: Cult of Cinders pg. 50
8,Rare,Krampus Celebrant,Humanoid; Rare,Medium,Monsters of Myth pg. 58
8,Common,Onidoshi,Fiend; Giant; Humanoid; Oni,Large,Bestiary 2 pg. 1882.0
8,Uncommon,Skin Beetle Swarm,Animal; Swarm; Uncommon,Large,Pathfinder #188: They Watched the Stars pg. 89
8,Common,Assassin,Human; Humanoid,Medium,Gamemastery Guide pg. 211
8,Rare,Clockwork Sphinx,Clockwork; Construct; Mindless; Rare,Large,Pathfinder #179: Cradle of Quartz pg. 81
8,Uncommon,Golgopo,Construct; Uncommon,Small,Pathfinder #171: Hurricane's Howl pg. 80
8,Uncommon,Graylok Ambusher,Cold; Giant; Humanoid; Uncommon,Large,Pathfinder #177: Burning Tundra pg. 21
8,Uncommon,Graylok Gatebreaker,Cold; Giant; Humanoid; Uncommon,Large,Pathfinder #177: Burning Tundra pg. 20
8,Uncommon,Intellect Devourer,Aberration; Uncommon,Small,Bestiary 2 pg. 1472.0
8,Rare,Skinsaw Seamer,Human; Humanoid; Rare,Medium,Pathfinder #158: Sixty Feet Under pg. 51
8,Common,Abendego Brute,Human; Humanoid,Medium,Pathfinder #171: Hurricane's Howl pg. 37
8,Uncommon,Bida,Dragon; Uncommon,Huge,Pathfinder #146: Cult of Cinders pg. 81
8,Unique,Bloom Wyvern,Dragon; Unique,Large,Kingmaker Adventure Path pg. 224
8,Rare,Boggard Cultist,Amphibious; Boggard; Humanoid; Rare,Medium,Kingmaker Adventure Path pg. 95
8,Common,Celestial Menagerie Bruiser,Human; Humanoid,Medium,Pathfinder #152: Legacy of the Lost God pg. 47
8,Uncommon,Chimera,Beast; Uncommon,Large,Bestiary pg. 63
8,Common,Desert Drake,Dragon; Earth,Large,Bestiary pg. 135
8,Unique,Desiak,Aberration; Human; Unique,Medium,Pathfinder #176: Lost Mammoth Valley pg. 53
8,Common,Destrachan,Aberration,Large,Bestiary 2 pg. 712.0
8,Uncommon,Drelev Guard,Human; Humanoid; Uncommon,Medium,Kingmaker Adventure Path pg. 304
8,Unique,Froglegs,Grippli; Humanoid; Unique,Small,Pathfinder #170: Spoken on the Song Wind pg. 91
8,Unique,Gerhard Pendergrast,Human; Humanoid; Unique,Medium,Pathfinder #146: Cult of Cinders pg. 37
8,Common,Giant Octopus,Animal; Aquatic,Huge,Bestiary pg. 250
8,Uncommon,Glass Golem,Construct; Golem; Mindless; Uncommon,Large,Bestiary 2 pg. 1312.0
8,Uncommon,Gorgon,Beast; Uncommon,Large,Bestiary 2 pg. 1322.0
8,Common,Guildmaster,Human; Humanoid,Medium,Gamemastery Guide pg. 245
8,Common,Hellknight Cavalry Brigade,Animal; Human; Humanoid; Troop,Gargantuan,Bestiary 3 pg. 44
8,Unique,Jahsi,Elf; Humanoid; Unique,Medium,Pathfinder #146: Cult of Cinders pg. 11
8,Unique,Kelda Halrig,Dwarf; Humanoid; Unique,Medium,Pathfinder #148: Fires of the Haunted City pg. 87
8,Common,Lamia Matriarch,Beast,Large,Bestiary pg. 217
8,Uncommon,Mix Couatl,Beast; Couatl; Uncommon,Large,Bestiary 3 pg. 56
8,Unique,Palzu,Gnoll; Humanoid; Unique,Medium,Pathfinder #179: Cradle of Quartz pg. 35
8,Unique,Racharak,Charau-ka; Dragon; Fire; Humanoid; Unique,Small,Pathfinder #146: Cult of Cinders pg. 34
8,Uncommon,Rust Hag,Hag; Humanoid; Uncommon,Medium,Pathfinder #182: Graveclaw pg. 84
8,Uncommon,Scarlet Triad Poisoner,Human; Humanoid; Uncommon,Medium,Pathfinder #147: Tomorrow Must Burn pg. 41
8,Common,Sphinx,Beast,Large,Bestiary pg. 305
8,Uncommon,Svartalfar Killer,Fey; Uncommon,Medium,Pathfinder #159: All or Nothing pg. 85
8,Unique,The Dancing Lady,Fey; Unique,Medium,Kingmaker Adventure Path pg. 153
8,Unique,Virthad,Humanoid; Unique,Medium,Kingmaker Adventure Path pg. 237
8,Common,Xulgath Herd-Tender,Humanoid; Xulgath,Medium,Pathfinder #154: Siege of the Dinosaurs pg. 10
8,Uncommon,Xulgath Stoneliege,Humanoid; Uncommon; Xulgath,Medium,Pathfinder #153: Life's Long Shadows pg. 84
8,Common,Young Green Dragon,Amphibious; Dragon,Large,Bestiary pg. 109
8,Common,Tylosaurus,Animal,Gargantuan,Bestiary 3 pg. 178
8,Common,Kishi,Fey,Medium,"Bestiary 3 pg. 149, Pathfinder #146: Cult of Cinders pg. 88"
8,Unique,Windchaser,Beast; Unique,Large,Kingmaker Adventure Path pg. 105
8,Uncommon,Aigamuxa,Giant; Humanoid; Uncommon,Large,The Mwangi Expanse pg. 2922.0
8,Unique,Ambrost Mugland,Halfling; Humanoid; Unique,Small,Pathfinder #179: Cradle of Quartz pg. 88
8,Common,Behir,Beast; Electricity,Huge,Bestiary 2 pg. 382.0
8,Uncommon,Brain Collector,Aberration; Uncommon,Large,Bestiary pg. 46
8,Unique,Enormous Flame Drake,Dragon; Fire; Unique,Large,Kingmaker Adventure Path pg. 85
8,Unique,Fire-Pot Ubanu,Human; Humanoid; Unique,Medium,Pathfinder #170: Spoken on the Song Wind pg. 91
8,Uncommon,Flesh Golem,Construct; Golem; Mindless; Uncommon,Large,Bestiary pg. 185
8,Uncommon,Gibtanius,Aberration; Uncommon,Large,Pathfinder #164: Hands of the Devil pg. 81
8,Common,K'nonna,Aberration,Medium,The Mwangi Expanse pg. 2992.0
8,Unique,King Merlokrep,Humanoid; Kobold; Unique,Small,Crown of the Kobold King pg. 109
8,Unique,Mother Mitera,Human; Unique,Medium,Dark Archive pg. 152
8,Unique,Old Thrasher,Animal; Unique,Large,Pathfinder #170: Spoken on the Song Wind pg. 48
8,Unique,Onyiji,Human; Humanoid; Orc; Unique,Medium,Pathfinder #171: Hurricane's Howl pg. 9
8,Uncommon,Terwa Chosen,Humanoid; Lizardfolk; Uncommon,Medium,Pathfinder #171: Hurricane's Howl pg. 83
8,Common,Triceratops,Animal; Dinosaur,Huge,Bestiary pg. 99
8,Uncommon,Young Sea Dragon,Amphibious; Dragon; Uncommon; Water,Large,Bestiary 3 pg. 77
8,Uncommon,Young Brine Dragon,Amphibious; Dragon; Elemental; Uncommon; Water,Large,Bestiary 2 pg. 872.0
8,Common,Balisse,Angel; Celestial,Medium,Bestiary pg. 18
8,Common,Fleshforged Conformer,Aberration,Medium,Impossible Lands pg. 327
8,Common,Granite Glyptodont,Earth; Elemental,Large,Bestiary 2 pg. 1092.0
8,Common,Arboreal Regent,Plant,Huge,Bestiary pg. 25
8,Uncommon,Avarek,Amphibious; Fey; Uncommon,Small,Pathfinder #159: All or Nothing pg. 80
8,Unique,Fayati Alummur,Human; Humanoid; Unique,Medium,Pathfinder #158: Sixty Feet Under pg. 26
8,Common,Krooth,Amphibious; Animal,Large,Bestiary pg. 215
8,Common,Marsh Giant,Amphibious; Giant; Humanoid,Large,Bestiary 2 pg. 1252.0
8,Common,Megaprimatus,Animal,Gargantuan,Bestiary pg. 23
8,Common,Stone Giant,Earth; Giant; Humanoid,Large,Bestiary pg. 170
8,Common,Young Copper Dragon,Dragon; Earth,Large,Bestiary pg. 121
8,Common,Axiomite,Aeon; Monitor,Medium,Bestiary pg. 9
8,Common,Magma Scorpion,Elemental; Fire,Large,Bestiary 2 pg. 1112.0
8,Common,Palace Skelm,Humanoid; Skelm,Medium,Bestiary 3 pg. 240
8,Rare,Dreadsong Dancer,Fiend; Rare,Medium,Pathfinder #158: Sixty Feet Under pg. 81
8,Common,Girtablilu Sentry,Beast,Large,Bestiary 3 pg. 112
8,Common,Muckish Creep,Aberration,Medium,Pathfinder #166: Despair on Danger Island pg. 88
8,Uncommon,Tiger Lord,Human; Humanoid; Uncommon,Medium,Kingmaker Adventure Path pg. 320
8,Common,Nabasu,Demon; Fiend,Medium,Bestiary 2 pg. 662.0
8,Unique,Sandpoint Devil,Beast; Fiend; Unique,Large,Bestiary 2 pg. 2302.0
8,Common,Slug,Animal,Huge,Bestiary 2 pg. 2442.0
8,Common,Anancus,Animal,Huge,Bestiary 2 pg. 1162.0
8,Common,Blood Hag,Hag; Humanoid,Medium,Bestiary 3 pg. 130
8,Uncommon,Dragon's Blood Puffball,Fungus; Mindless; Uncommon,Large,Pathfinder #165: Eyes of Empty Death pg. 79
8,Uncommon,Giant Hippocampus,Animal; Aquatic; Uncommon,Huge,Bestiary 2 pg. 1422.0
8,Common,Procyal,Agathion; Celestial,Medium,Bestiary 3 pg. 11
8,Uncommon,Yaiafineti,Mindless; Plant; Uncommon,Large,Pathfinder #189: Dreamers of the Nameless Spires pg. 87
8,Common,Giant Anaconda,Animal,Huge,Bestiary pg. 303
8,Common,Angazhani,Beast,Large,Bestiary 3 pg. 17
8,Common,Manananggal,Aberration; Tanggal,Medium,Pathfinder #166: Despair on Danger Island pg. 87
8,Unique,Hargulka,Giant; Troll; Unique,Large,Kingmaker Adventure Path pg. 598
8,Uncommon,Two-Headed Troll,Giant; Troll; Uncommon,Large,Bestiary 2 pg. 2662.0
8,Common,Vetalarana Emergent,Undead; Vampire,Medium,Book of the Dead pg. 162
8,Common,Ghost Pirate Captain,Ghost; Incorporeal; Spirit; Undead,Medium,Book of the Dead pg. 101
8,Uncommon,Polong,Incorporeal; Spirit; Uncommon; Undead,Medium,Book of the Dead pg. 138
8,Uncommon,Waldgeist,Incorporeal; Spirit; Uncommon; Undead,Small,Book of the Dead pg. 164
8,Uncommon,Denizen of Leng,Aberration; Dream; Uncommon,Medium,Bestiary 2 pg. 702.0
8,Uncommon,Ghostly Mob,Ghost; Incorporeal; Troop; Uncommon; Undead,Gargantuan,Pathfinder #182: Graveclaw pg. 83
8,Rare,Blackfrost Guecubu,Cold; Earth; Rare; Undead,Medium,Pathfinder #189: Dreamers of the Nameless Spires pg. 31
8,Uncommon,Guecubu,Earth; Uncommon; Undead,Medium,Bestiary 3 pg. 126
8,Uncommon,Skeletal Knight,Mindless; Skeleton; Uncommon; Undead,Medium,Pathfinder #183: Field of Maidens pg. 58
8,Unique,Drazmorg the Damned,Undead; Unique; Wight,Medium,Crown of the Kobold King pg. 92
8,Uncommon,Moonflower,Plant; Uncommon,Huge,Bestiary 2 pg. 1732.0
8,Common,Mohrg,Undead,Medium,Bestiary 2 pg. 1722.0
8,Uncommon,Cadaverous Rake,Uncommon; Undead,Medium,Book of the Dead pg. 78
8,Common,Drake Skeleton,Mindless; Skeleton; Undead,Large,Book of the Dead pg. 148
8,Uncommon,Fallen Champion,Uncommon; Undead,Medium,Book of the Dead pg. 113
8,Uncommon,Ice Mummy,Cold; Mummy; Uncommon; Undead,Medium,Book of the Dead pg. 131
8,Uncommon,Nosferatu Thrall,Human; Humanoid; Uncommon,Medium,Bestiary 3 pg. 284
8,Rare,Everburning Mammoths,Rare; Undead,Medium,Pathfinder #177: Burning Tundra pg. 56
8,Unique,Kieragan Skross,Undead; Unique,Medium,Crown of the Kobold King pg. 105
8,Common,Urdefhan Blood Mage,Humanoid; Urdefhan,Medium,Pathfinder #165: Eyes of Empty Death pg. 85
8,Common,Raw Nerve,Undead,Medium,Book of the Dead pg. 139
8,Uncommon,Bodak,Uncommon; Undead,Medium,Bestiary 2 pg. 422.0
8,Rare,Child of Urgathoa,Rare; Undead,Large,Book of the Dead pg. 79
8,Rare,Lifeleecher Brawler,Humanoid; Mortic; Orc; Rare,Medium,Bestiary 3 pg. 176
8,Common,Zombie Mammoths,Mindless; Undead; Zombie,Huge,Pathfinder #176: Lost Mammoth Valley pg. 56
8,Unique,Ulthadar,Incorporeal; Spirit; Undead; Unique,Medium,Pathfinder #152: Legacy of the Lost God pg. 90
8,Rare,Skeletal Tiger Lord,Rare; Skeleton; Undead,Medium,Kingmaker Adventure Path pg. 327
9,Rare,Yithian,Aberration; Rare,Large,Bestiary 3 pg. 299
9,Uncommon,Clockwork Mage,Clockwork; Construct; Mindless; Uncommon,Medium,Bestiary 3 pg. 50
9,Uncommon,Seugathi Reality Warper,Aberration; Seugathi; Uncommon,Large,Pathfinder #164: Hands of the Devil pg. 83
9,Common,Storm Lord,Air; Elemental,Large,Bestiary pg. 145
9,Unique,The Beast,Animal; Unique,Huge,Kingmaker Adventure Path pg. 212
9,Uncommon,Hantu Denai,Beast; Hantu; Incorporeal; Spirit; Uncommon,Large,Pathfinder #166: Despair on Danger Island pg. 84
9,Unique,Ji-yook (Level 9),Humanoid; Kitsune; Unique,Medium,Pathfinder #166: Despair on Danger Island pg. 11
9,Uncommon,Shoki,Monitor; Psychopomp; Uncommon,Medium,Pathfinder #186: Ghost King's Rage pg. 82
9,Common,Tick Swarm,Animal; Swarm,Large,Bestiary 2 pg. 2602.0
9,Unique,Yabin the Just (Level 9),Humanoid; Nagaji; Unique,Medium,Pathfinder #166: Despair on Danger Island pg. 11
9,Unique,Valerie (Level 9),Human; Humanoid; Unique,Medium,Kingmaker Companion Guide pg. 83
9,Common,Animated Furnace,Construct; Mindless,Huge,Bestiary 3 pg. 18
9,Common,Garuda,Celestial,Medium,Bestiary 3 pg. 104
9,Common,Osyluth,Devil; Fiend,Large,"Bestiary 2 pg. 732.0 , Pathfinder #147: Tomorrow Must Burn pg. 78"
9,Unique,Pr'rall,Catfolk; Humanoid; Unique,Medium,No-Prep Character: Pr’rall pg. 0
9,Uncommon,Clockwork Buccaneer,Clockwork; Construct; Mindless; Uncommon,Medium,Pathfinder #180: The Smoking Gun pg. 80
9,Common,Dragon Turtle,Amphibious; Dragon,Huge,Bestiary pg. 128
9,Unique,Etward Ritalson,Human; Humanoid; Unique,Medium,Pathfinder #189: Dreamers of the Nameless Spires pg. 91
9,Common,Pakalchi,Fiend; Sahkil,Medium,Bestiary 3 pg. 220
9,Unique,Urok,Aphorite; Humanoid; Kobold; Unique,Small,No-Prep Character: Urok pg. 0
9,Unique,Belmazog,Acid; Amphibious; Boggard; Dragon; Humanoid; Unique,Medium,Pathfinder #146: Cult of Cinders pg. 77
9,Uncommon,Marid,Elemental; Genie; Uncommon; Water,Large,Bestiary pg. 165
9,Uncommon,Alchemical Golem,Alchemical; Construct; Golem; Mindless; Uncommon,Large,Bestiary pg. 185
9,Common,Frost Giant,Cold; Giant; Humanoid,Large,Bestiary pg. 171
9,Unique,Keznin Nevarmo,Humanoid; Tengu; Unique,Medium,Night of the Gray Death pg. 8
9,Rare,Murder Of Crows,Animal; Rare; Swarm,Large,Kingmaker Adventure Path pg. 257
9,Rare,Mutant Desert Drake,Dragon; Earth; Mutant; Rare,Large,Pathfinder #179: Cradle of Quartz pg. 85
9,Common,Nessian Warhound,Beast; Fiend; Fire,Large,Bestiary pg. 205
9,Unique,Pavetta Stroon-Drelev,Human; Humanoid; Unique,Medium,Kingmaker Adventure Path pg. 313
9,Unique,Salathiss,Humanoid; Mutant; Serpentfolk; Unique,Medium,Pathfinder #170: Spoken on the Song Wind pg. 93
9,Unique,Thiarvo The Quick,Halfling; Humanoid; Unique,Small,Pathfinder #171: Hurricane's Howl pg. 90
9,Unique,Tino (Level 9),Human; Humanoid; Unique,Medium,Pathfinder #166: Despair on Danger Island pg. 10
9,Common,Irnakurse,Aberration,Large,Bestiary 2 pg. 1182.0
9,Unique,Agai,Gnome; Humanoid; Spriggan; Unique,Small,Kingmaker Adventure Path pg. 264
9,Common,Blood Painter,Aberration,Large,Bestiary 3 pg. 33
9,Unique,Chea,Beast; Beastkin; Humanoid; Unique,Medium,No-Prep Character: Chea pg. 0
9,Uncommon,Cyclops Bully,Giant; Humanoid; Uncommon,Large,Pathfinder #171: Hurricane's Howl pg. 48
9,Uncommon,Deepwater Dhuthorex,Aberration; Aquatic; Uncommon,Large,Pathfinder #165: Eyes of Empty Death pg. 80
9,Uncommon,Dracolisk,Beast; Dragon; Uncommon,Large,Bestiary 2 pg. 352.0
9,Common,Giant Squid,Animal; Aquatic,Huge,Bestiary 2 pg. 2542.0
9,Uncommon,Grave Hag,Hag; Humanoid; Uncommon,Medium,Pathfinder #182: Graveclaw pg. 85
9,Unique,Heuberk Thropp,Human; Humanoid; Unique,Medium,Pathfinder #147: Tomorrow Must Burn pg. 7
9,Common,Jyoti,Fire; Humanoid; Positive,Medium,Bestiary 2 pg. 1532.0
9,Common,Leukodaemon,Daemon; Fiend,Large,Bestiary pg. 72
9,Rare,Loreavor,Astral; Rare,Small,Shadows at Sundown pg. 56
9,Uncommon,Mamlambo,Aquatic; Beast; Uncommon,Huge,The Mwangi Expanse pg. 3032.0
9,Uncommon,Roiling Incant,Arcane; Evocation; Mindless; Uncommon,Large,Bestiary 3 pg. 215
9,Unique,Tanesse Fleer,Human; Humanoid; Unique,Medium,Pathfinder #153: Life's Long Shadows pg. 16
9,Common,Tidal Master,Aquatic; Elemental; Water,Large,Bestiary pg. 153
9,Common,Titan Centipede,Animal,Gargantuan,Bestiary 2 pg. 502.0
9,Uncommon,Young Sky Dragon,Dragon; Electricity; Uncommon,Large,Bestiary 3 pg. 79
9,Common,Galvo,Aberration; Amphibious,Medium,Bestiary 3 pg. 103
9,Rare,Boggard Warden,Amphibious; Boggard; Humanoid; Rare,Medium,Kingmaker Adventure Path pg. 155
9,Rare,Gliminal,Incorporeal; Positive; Rare; Spirit,Large,Bestiary 3 pg. 114
9,Common,Khravgodon,Animal,Huge,Bestiary 3 pg. 192
9,Unique,Nilak,Human; Humanoid; Unique,Medium,Kingmaker Companion Guide pg. 14
9,Unique,Sir Fredero Sinnet,Human; Humanoid; Unique,Medium,Kingmaker Companion Guide pg. 88
9,Uncommon,Spirit Naga,Aberration; Uncommon,Large,Bestiary 2 pg. 1792.0
9,Common,Zelekhut,Aeon; Inevitable; Monitor,Large,Bestiary 2 pg. 92.0
9,Unique,Viewslog,Giant; Humanoid; Unique,Large,Pathfinder #180: The Smoking Gun pg. 21
9,Common,Enormous Dragonfly,Animal,Large,Kingmaker Adventure Path pg. 99
9,Common,Aurumvorax,Animal,Small,Bestiary 2 pg. 292.0
9,Uncommon,Gbahali,Beast; Uncommon,Huge,Pathfinder #170: Spoken on the Song Wind pg. 81
9,Common,Giant Snapping Turtle,Animal,Gargantuan,Bestiary 2 pg. 2692.0
9,Common,Night Hag,Fiend; Hag; Humanoid,Medium,Bestiary pg. 202
9,Unique,Venexus,Cold; Dragon; Unique,Large,Pathfinder #176: Lost Mammoth Valley pg. 91
9,Common,Young Blue Dragon,Dragon; Electricity,Large,Bestiary pg. 107
9,Common,Young Bronze Dragon,Amphibious; Dragon; Water,Large,Bestiary pg. 119
9,Uncommon,Mokele-Mbembe,Animal; Uncommon,Huge,"Bestiary 3 pg. 171, Pathfinder #146: Cult of Cinders pg. 90"
9,Common,Deinosuchus,Animal,Huge,Bestiary pg. 67
9,Uncommon,Efreeti,Elemental; Fire; Genie; Uncommon,Large,Bestiary pg. 164
9,Common,Hesperid,Fey; Light; Nymph,Medium,Bestiary 3 pg. 188
9,Common,Mastodon,Animal,Huge,Bestiary 2 pg. 1162.0
9,Uncommon,Teraphant,Beast; Uncommon,Huge,Pathfinder #158: Sixty Feet Under pg. 86
9,Uncommon,Young Magma Dragon,Dragon; Elemental; Fire; Uncommon,Large,"Bestiary 2 pg. 942.0 , Pathfinder #148: Fires of the Haunted City pg. 80"
9,Uncommon,Bregdi,Animal; Aquatic; Uncommon,Large,Pathfinder #159: All or Nothing pg. 81
9,Unique,Kallas Devil,Amphibious; Hag; Humanoid; Unique,Medium,Monsters of Myth pg. 46
9,Uncommon,Megalodon,Animal; Aquatic; Uncommon,Gargantuan,Bestiary pg. 291
9,Common,Roc,Animal,Gargantuan,Bestiary pg. 281
9,Common,Stone Mauler,Earth; Elemental,Large,Bestiary pg. 147
9,Common,Desert Giant,Giant; Humanoid,Large,Bestiary 3 pg. 109
9,Unique,Grouloop,Amphibious; Boggard; Humanoid; Unique,Medium,Pathfinder #171: Hurricane's Howl pg. 33
9,Common,Vrock,Demon; Fiend,Large,Bestiary pg. 78
9,Unique,Freshly Bloomed Basilisk,Beast; Unique,Medium,Kingmaker Adventure Path pg. 229
9,Common,Drakauthix,Fungus,Huge,Bestiary pg. 129
9,Common,Nuckelavee,Amphibious; Fey,Large,Bestiary 2 pg. 1862.0
9,Common,Mutant Gnoll Hulk,Gnoll; Humanoid; Mutant,Large,Impossible Lands pg. 333
9,Uncommon,Reaper Skull Puffball,Fungus; Mindless; Uncommon,Large,Pathfinder #165: Eyes of Empty Death pg. 79
9,Uncommon,Tikbalang,Amphibious; Beast; Uncommon,Large,Bestiary 3 pg. 267
9,Uncommon,Kithangian,Demon; Fiend; Uncommon,Large,Pathfinder #188: They Watched the Stars pg. 85
9,Unique,Takatorra (Level 9),Humanoid; Tengu; Unique,Medium,Pathfinder #166: Despair on Danger Island pg. 11
9,Uncommon,Clockwork Shambler Horde,Construct; Mindless; Troop; Uncommon; Zombie,Gargantuan,Pathfinder #180: The Smoking Gun pg. 31
9,Uncommon,Smog Wraith,Incorporeal; Uncommon; Undead; Wraith,Medium,Pathfinder #180: The Smoking Gun pg. 84
9,Common,Ghost Monk,Ghost; Incorporeal; Spirit; Undead,Medium,Pathfinder #166: Despair on Danger Island pg. 15
9,Rare,Bright Walker,Incorporeal; Rare; Spirit; Undead,Medium,Pathfinder #165: Eyes of Empty Death pg. 78
9,Uncommon,Vampire Mastermind,Uncommon; Undead; Vampire,Medium,Bestiary pg. 321
9,Unique,Jin Durwhimmer,Ghost; Incorporeal; Spirit; Undead; Unique,Small,Kingmaker Adventure Path pg. 245
9,Common,Geist,Incorporeal; Undead,Medium,Book of the Dead pg. 96
9,Unique,Frefferth,Undead; Unique,Medium,Pathfinder #158: Sixty Feet Under pg. 35
9,Uncommon,Grappling Spirit,Incorporeal; Spirit; Uncommon; Undead,Medium,Book of the Dead pg. 107
9,Uncommon,Witchfire,Incorporeal; Spirit; Uncommon; Undead,Medium,Bestiary 2 pg. 2932.0
9,Common,Dread Wraith,Incorporeal; Undead; Wraith,Large,Bestiary 2 pg. 2982.0
9,Rare,Bog Mummy Cultist,Mummy; Rare; Undead,Medium,Kingmaker Adventure Path pg. 102
9,Unique,Ghastly Bear,Ghoul; Undead; Unique,Large,Pathfinder #147: Tomorrow Must Burn pg. 50
9,Unique,Cephal Lorentus,Undead; Unique,Medium,Kingmaker Adventure Path pg. 280
9,Uncommon,Shanrigol Behemoth,Aberration; Uncommon; Undead,Gargantuan,Pathfinder #164: Hands of the Devil pg. 85
9,Common,Tyrannosaurus Skeleton,Mindless; Skeleton; Undead,Gargantuan,Bestiary 3 pg. 237
9,Uncommon,Barnacle Ghoul,Ghoul; Uncommon; Undead,Medium,Pathfinder #159: All or Nothing pg. 83
9,Uncommon,Ghast Outlaw,Ghoul; Uncommon; Undead,Medium,Pathfinder #183: Field of Maidens pg. 45
9,Uncommon,Ghoul Antipaladin,Ghoul; Uncommon; Undead,Medium,Pathfinder #184: The Ghouls Hunger pg. 84
9,Uncommon,Prowler Wight,Uncommon; Undead; Wight,Medium,Book of the Dead pg. 168
9,Unique,Terrion Numesti,Human; Humanoid; Unique,Medium,Kingmaker Adventure Path pg. 316
9,Unique,Bog Mummy Amalgamation,Mummy; Undead; Unique,Large,Pathfinder #171: Hurricane's Howl pg. 20
9,Rare,Mummy Pharaoh,Mummy; Rare; Undead,Medium,Bestiary pg. 241
9,Common,Firewyrm,Elemental; Fire,Huge,Bestiary pg. 149
9,Rare,Daqqanoenyent,Rare; Undead,Large,Book of the Dead pg. 75
9,Rare,Arboreal Tar Tree,Plant; Rare; Undead,Large,Pathfinder #177: Burning Tundra pg. 31
9,Rare,Blackfrost Prophet,Cold; Rare; Undead,Large,Pathfinder #189: Dreamers of the Nameless Spires pg. 81
9,Unique,Sulvik,Undead; Unique,Large,Pathfinder #182: Graveclaw pg. 56
9,Common,Baykok,Undead,Medium,Bestiary 3 pg. 29
9,Common,Zombie Dragon,Dragon; Mindless; Undead; Zombie,Huge,Bestiary 3 pg. 303
9,Uncommon,Tar Zombie Mammoth,Mindless; Uncommon; Undead; Zombie,Huge,Pathfinder #177: Burning Tundra pg. 85
9,Uncommon,Dread Wisp,Aberration; Uncommon,Small,Pathfinder #165: Eyes of Empty Death pg. 81
10,Common,Shield Archon,Archon; Celestial,Large,Bestiary pg. 29
10,Unique,Lasheeli Aminda,Aasimar; Human; Humanoid; Unique,Medium,Pathfinder #183: Field of Maidens pg. 90
10,Unique,Tristian (Level 10),Aasimar; Human; Humanoid; Unique,Medium,Kingmaker Companion Guide pg. 69
10,Rare,Ancient Wisp,Aberration; Air; Rare,Small,Kingmaker Adventure Path pg. 364
10,Common,Dezullon,Plant,Medium,Bestiary pg. 94
10,Rare,Chyzaedu,Aberration; Rare,Gargantuan,Bestiary 3 pg. 46
10,Uncommon,Divine Warden Of Brigh,Clockwork; Construct; Divine; Mindless; Uncommon,Medium,Pathfinder Bestiary 3 Bonus Monster pg. 0
10,Rare,Remnant of Barzillai,Incorporeal; Rare; Undead,Medium,Pathfinder #147: Tomorrow Must Burn pg. 80
10,Unique,Calcifda,Earth; Fey; Unique,Medium,Pathfinder #177: Burning Tundra pg. 40
10,Uncommon,Aluum Enforcer,Construct; Mindless; Uncommon,Large,Pathfinder #149: Against the Scarlet Triad pg. 82
10,Unique,Ibrium,Human; Humanoid; Unique,Medium,Pathfinder #180: The Smoking Gun pg. 88
10,Uncommon,Weykoward,Construct; Mindless; Uncommon,Medium,Pathfinder #177: Burning Tundra pg. 83
10,Unique,Claws Of Time,Aberration; Time; Unique,Medium,Pathfinder #179: Cradle of Quartz pg. 41
10,Uncommon,Dromornis,Animal; Uncommon,Large,Pathfinder #166: Despair on Danger Island pg. 83
10,Unique,Jesseri The Hailstorm,Human; Humanoid; Unique,Medium,Pathfinder #177: Burning Tundra pg. 52
10,Common,Nilith,Aberration,Medium,Bestiary pg. 245
10,Common,Phistophilus,Devil; Fiend,Medium,Bestiary pg. 90
10,Common,Raja Rakshasa,Fiend; Rakshasa,Medium,Bestiary pg. 275
10,Unique,Rusty Mae,Hag; Humanoid; Unique,Large,Pathfinder #147: Tomorrow Must Burn pg. 14
10,Common,Feathered Bear,Beast; Incorporeal; Spirit,Large,Bestiary 3 pg. 253
10,Unique,Mialari Docur,Elf; Humanoid; Unique,Medium,Pathfinder #147: Tomorrow Must Burn pg. 89
10,Common,Mobogo,Amphibious; Beast,Huge,Bestiary 3 pg. 170
10,Common,Melody On The Wind,Air; Elemental,Huge,Bestiary 2 pg. 1072.0
10,Common,Norgorberite Spy,Human; Humanoid,Medium,Pathfinder #171: Hurricane's Howl pg. 63
10,Common,Peluda,Dragon; Fire,Large,Bestiary 2 pg. 1962.0
10,Rare,Shadowforged Guardian,Construct; Mindless; Rare,Medium,Pathfinder #183: Field of Maidens pg. 84
10,Common,Soul Skelm,Fiend; Humanoid; Skelm,Medium,Bestiary 3 pg. 241
10,Rare,Water Orm,Aquatic; Beast; Rare; Water,Huge,Bestiary 2 pg. 2892.0
10,Common,Abendego Jailer,Human; Humanoid,Medium,Pathfinder #171: Hurricane's Howl pg. 42
10,Unique,Ameon Trask,Human; Humanoid; Unique,Medium,Kingmaker Adventure Path pg. 298
10,Unique,Andera Paldreen,Human; Humanoid; Unique,Medium,Pathfinder #152: Legacy of the Lost God pg. 88
